candidate_family	suspected_marker_source	suspected_marker_target	suspected_direction	attached_token	normalized_attached_token_candidate	context_type	suggested_action	confidence	count	volume_count	sample_refs	sample_contexts	notes
standalone_marker_candidate	/	↑	upward	nan	nan	transliteration	source_image_review_needed	medium	14	1	wts_1_34:50:106;wts_1_34:89:129;wts_1_34:160:165;wts_1_34:166:94;wts_1_34:330:132;wts_1_34:433:41;wts_1_34:621:86;wts_1_34:685:86	K1na 141b6); mi de la smras pa / — nan rje || rgyas stobs kyis / nan du yid la rab tn gdun || phyir bsab zer nas — ba / nan dgug pa’i — ba /	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	gnas	gnas	transliteration	source_image_review_needed	medium	13	1	wts_1_34:62:191;wts_1_34:161:171;wts_1_34:174:46;wts_1_34:619:146;wts_1_34:709:162;wts_1_34:721:95;wts_1_34:769:199;wts_1_34:805:11	— sin ljon mchod rten la / gnas pa dag... „die in || dag tu ni / gnas ni 9?7/$ 977/5 dag tu gtsug „an der || skabs su lus ’di ji lta bur / gnas pa yin Zes blta	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	yan	yan	transliteration	source_image_review_needed	medium	13	1	wts_1_34:188:116;wts_1_34:230:99;wts_1_34:314:127;wts_1_34:341:34;wts_1_34:579:122;wts_1_34:632:173;wts_1_34:643:200;wts_1_34:775:141	pus mo gs btsugs te / yan lag rnams ni rkum || ru ka gs / yan blon po’i mchog tu — Zin „er || bska bar gyur te mnan du bzod pa’o / yan lag	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	gan	gan	cross_reference+transliteration	source_image_review_needed	medium	12	1	wts_1_34:149:172;wts_1_34:180:185;wts_1_34:335:174;wts_1_34:335:176;wts_1_34:341:51;wts_1_34:456:95;wts_1_34:456:197;wts_1_34:561:191	70); sgra han daṅ ni skya bsen dag / gan gi || gun gi nag don ¬~ bstan te / gan las ’ons pa’i || gfis / gan mtho ni ~ dma’ ba (metr.) „welches der beiden ist hoch, welches ist nied-	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	lha	lha	cross_reference+transliteration	source_image_review_needed	medium	12	1	wts_1_34:15:169;wts_1_34:283:138;wts_1_34:303:199;wts_1_34:359:125;wts_1_34:483:164;wts_1_34:522:34;wts_1_34:702:66;wts_1_34:723:140	9. 7. (beginnt: Tshans pa la sogs pa dran sron dan / lha dan klu dan mi’i byan chub sems || Königs“ (HMrg 55,11); bdag gi - / lha yi ~ || te / lha chen po drag po ~ nas „verächtlich	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	nas	nas	transliteration	source_image_review_needed	medium	12	1	wts_1_34:115:4;wts_1_34:153:173;wts_1_34:191:38;wts_1_34:200:45;wts_1_34:229:99;wts_1_34:598:64;wts_1_34:785:29;wts_1_34:880:98	slob dpon klu sgrub kyis / — nas gdan grans (r. || gyi bar du bsnan te / — nas „indem man [die || tog tse dan — byin cig / nas ’obs brko bar	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
ocr_prefix_I_upward_marker_candidate	I	↑	upward	dan	dan	transliteration	source_image_review_needed	medium	10	1	wts_1_34:42:88;wts_1_34:46:199;wts_1_34:87:61;wts_1_34:195:59;wts_1_34:530:72;wts_1_34:886:37;wts_1_34:1085:75;wts_1_34:1099:39	Ka-dzi-li-ban [fließt] der Fluß gser-Idan || „entspr. !gsal-Idan, die Bez. für die Region || kun-’dren zu den Sum-Idan bskal-pa.	Likely OCR substitute for an upward reference marker before Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	chos	chos	cross_reference+transliteration	source_image_review_needed	medium	10	1	wts_1_34:107:67;wts_1_34:122:183;wts_1_34:321:5;wts_1_34:450:203;wts_1_34:489:173;wts_1_34:676:133;wts_1_34:812:136;wts_1_34:1022:56	125,11); — sans rgyas / — chos / — dge ’dun „o || rnams daggis / ~~ chos rnams kun rdzogs dan || 41,14); sgos ~”/ chos la sin po med (metr.)	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	rgya	rgya	cross_reference+transliteration	source_image_review_needed	medium	10	1	wts_1_34:303:83;wts_1_34:539:41;wts_1_34:696:142;wts_1_34:718:136;wts_1_34:881:17;wts_1_34:890:121;wts_1_34:942:44;wts_1_34:1059:171	byad kha ~ cig / rgya ’dre bcad do „möge der || ~ ni / rgya mtsho’i chu ... lta bu’o „ein || (Vis 17a); thams cad la / ~ rgya chen byas pa	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	rgyu	rgyu	transliteration	source_image_review_needed	medium	10	1	wts_1_34:195:50;wts_1_34:195:52;wts_1_34:374:165;wts_1_34:399:159;wts_1_34:580:200;wts_1_34:684:18;wts_1_34:1053:192;wts_1_34:1163:100	phyogs skya Zin dmar / rgyu skar ’od ni chun || tha ma Sar na ni / rgyu skar ’od ni med pa dan || gtso bo rtag pa ’gro ba yi / rgyu yin par 777 -	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	btsan	btsan	transliteration	source_image_review_needed	medium	9	1	wts_1_34:54:185;wts_1_34:142:154;wts_1_34:400:53;wts_1_34:483:161;wts_1_34:568:10;wts_1_34:758:143;wts_1_34:900:94;wts_1_34:949:115	kim Sin kon co / btsan po’i khab tn blans || gtsug lag khan ’di’i mtshan yan / btsan po’i — || tsha ’pheld gyi nan nas la la Zig / btsan po Za	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	gzugs	gzugs	transliteration	source_image_review_needed	medium	9	1	wts_1_34:46:43;wts_1_34:90:28;wts_1_34:91:206;wts_1_34:119:181;wts_1_34:259:166;wts_1_34:1136:33;wts_1_34:1197:86;wts_1_34:1211:67	"""'thun ka //”/ gzugs kyi bZes phor „eine Schale aus || Lex. kran ne’am kroṅ ne / gzugs po ke rer lans || Lex. gyen du lan ba’am / ’gren ba / gzugs po"	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	mchod	mchod	transliteration	source_image_review_needed	medium	9	1	wts_1_34:76:140;wts_1_34:153:159;wts_1_34:227:48;wts_1_34:534:86;wts_1_34:813:137;wts_1_34:816:86;wts_1_34:881:10;wts_1_34:922:167	bzan spyod las gsuns pa yi / mchod pa rnam pa || Dagy); dkar rtsi ni / mchod rten — pa’i sa Sin || gu du myi spah myi — Zin / mchod gnas su	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
ocr_prefix_I_upward_marker_candidate	I	↑	upward	rjes	rjes	headword+tibetan_script+transliteration	source_image_review_needed	high	8	1	wts_1_34:743:147;wts_1_34:744:18;wts_1_34:744:123;wts_1_34:744:182;wts_1_34:745:71;wts_1_34:748:161;wts_1_34:749:87;wts_1_34:749:96	རྗེས་འབྲང་ rjes 'bran Irjes su 'bran. || རྗེས་ཤེས་ rjes śes Kurzf. für Irjes su rtog par ©$ || རྗེས་སུ་འགྲོ་ rjes su ’gropf. Irjes su son.	Likely OCR substitute for an upward reference marker before Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	mkhar	mkhar	transliteration	source_image_review_needed	medium	8	1	wts_1_34:311:183;wts_1_34:316:19;wts_1_34:316:21;wts_1_34:468:66;wts_1_34:872:209;wts_1_34:893:43;wts_1_34:1203:79;wts_1_34:1224:98	Lex. btsan rdzon chun ba / mkhar chun ba || $7/, mkhar bsil Mönchsstab. || lhun bzed dan / chos gos dan / mkhar gsil	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	rgyas	rgyas	transliteration	source_image_review_needed	medium	8	1	wts_1_34:47:43;wts_1_34:82:90;wts_1_34:129:82;wts_1_34:142:49;wts_1_34:328:56;wts_1_34:475:80;wts_1_34:880:74;wts_1_34:1039:26	— la ni / rgyas pa yons chags mam par 'gyur || kun da’i ’khri Sin kun nas rab tu / rgyas pa’i me || dkyil ’khor la ’dzegs nas // rgyas gtsigs bzun no	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	tshe	tshe	transliteration	source_image_review_needed	medium	8	1	wts_1_34:86:39;wts_1_34:179:31;wts_1_34:534:29;wts_1_34:572:31;wts_1_34:739:158;wts_1_34:924:70;wts_1_34:1228:86;wts_1_34:1261:78	med gdan sa gsum pa ste / tshe dban thugs sprul || bstun na / tshe ’di’i chos skal chad ’gro || ni = pa ru / tshe rin ... ’gyur (metr.) „man	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	dṅos	dṅos	transliteration	source_image_review_needed	medium	7	1	wts_1_34:85:113;wts_1_34:190:187;wts_1_34:340:110;wts_1_34:538:32;wts_1_34:1086:20;wts_1_34:1194:7;wts_1_34:1260:57	ran bZin med cin rnam rig med / dṅos po med || yons — ba’i / dṅos grub chen po (metr.) „die || ni / dṅos po kun gyi ran bZin 77 / sgyu ma’i	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	gnas	gnas	cross_reference+transliteration	source_image_review_needed	medium	7	1	wts_1_34:593:175;wts_1_34:691:41;wts_1_34:967:62;wts_1_34:988:150;wts_1_34:1056:209;wts_1_34:1095:36;wts_1_34:1293:41	tshe’u tshe ~”7 / gnas „die Stelle der Fessel || (Rgs 3.20); sin Jon ~ la / gnas pa dag „die 111 || skabs su lus ’di ji lta bur / gnas pa yin Zes ~	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	ran	ran	cross_reference+transliteration	source_image_review_needed	medium	7	1	wts_1_34:261:150;wts_1_34:385:185;wts_1_34:484:148;wts_1_34:527:153;wts_1_34:906:8;wts_1_34:928:5;wts_1_34:928:70	dan / ~ dan / ran bZin „Veranlagung, Verfassung und Wesen“ (Udr 43,8); ran bZin ... || ’bu srin ~ dag la yaṅ / ran daṅ ’dra bar rtag || sdug bsṅal ... rnams / ran gi ~ thog tu len pa’i	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	dge	dge	cross_reference+transliteration	source_image_review_needed	medium	6	1	wts_1_34:107:67;wts_1_34:407:54;wts_1_34:996:19;wts_1_34:1060:73;wts_1_34:1065:8;wts_1_34:1110:13	125,11); — sans rgyas / — chos / — dge ’dun „o || (PT1287 84); ~ ma sans par / dge ’dun gcig || gur Zin / dge ba ~ lag tu ’on (metr.) „jede	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	gtsan	gtsan	transliteration	source_image_review_needed	medium	6	1	wts_1_34:40:34;wts_1_34:304:141;wts_1_34:566:80;wts_1_34:691:48;wts_1_34:776:113;wts_1_34:1096:33	pa gfüis te / gtsan khan can füd dan / — füid do || Zus pas / gtsan gis - byas „er bat darum, || bzad rin phu dun dar dgon / gtsan phrug	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	gtso	gtso	transliteration	source_image_review_needed	medium	6	1	wts_1_34:64:227;wts_1_34:483:12;wts_1_34:713:218;wts_1_34:935:4;wts_1_34:1202:71;wts_1_34:1232:65	dan reg pa lṅa / gtso sems kun gyi ’khor du ni / || » dpon slob kyi / gtso mdzod (r. mdzad) „die || Lex. rje’u / rje rigs (brDa); rje rigs / gtso bo	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	mchog	mchog	cross_reference+transliteration	source_image_review_needed	medium	6	1	wts_1_34:184:93;wts_1_34:240:54;wts_1_34:405:7;wts_1_34:419:31;wts_1_34:1103:58;wts_1_34:1158:61	ste / — mchog gi lan gu’o „1373, ihre Körperfarbe ist intensiv grün“ (T3491 14653); || gelangt“ (Bca 7.4c); dga’ ma ni / mchog gi ~ || doch, sieh!“ (Lokn 92,2); ~ ni / mchog gi	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	nas	nas	cross_reference+transliteration	source_image_review_needed	medium	6	1	wts_1_34:142:118;wts_1_34:443:135;wts_1_34:564:143;wts_1_34:640:55;wts_1_34:884:92;wts_1_34:1013:136	213); dmag phon ’bro ram Sags / — nas „nach- || te khas bub tu / ~ nas (metr.) „erschreckt || Wasser“ (Hev 1.8.22); spyod pa ni / ~ nas	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	sgra	sgra	transliteration	source_image_review_needed	medium	6	1	wts_1_34:165:164;wts_1_34:457:5;wts_1_34:506:116;wts_1_34:917:22;wts_1_34:1166:28;wts_1_34:1255:38	cha śas / sgra las ldan pa’i — dan bud med rtags || » pa de’i tshe na ni / sgra sgrog 'byor par || śa ri ka la sogs / sgra san yid ’on sgrog{s} pa	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	spyi	spyi	transliteration	source_image_review_needed	medium	6	1	wts_1_34:112:92;wts_1_34:335:182;wts_1_34:403:46;wts_1_34:543:127;wts_1_34:989:184;wts_1_34:1117:7	dpal lde’i rgyud ni gu lan pa / — / spyi pa / lha || Zig / spyi sgra gan (TTC). || Lex. ///% spyi (brDa, Dagy).	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	yan	yan	cross_reference+transliteration	source_image_review_needed	medium	6	1	wts_1_34:423:182;wts_1_34:643:196;wts_1_34:672:132;wts_1_34:722:89;wts_1_34:734:15;wts_1_34:1064:176	(MTH3/5/31 21); skyabs 7//£ yan dag - „ich || ched pho / ~ yan ba „die Alten hatten Mut || Bestand“ (Liy2 86); byan chub sgrub / yan	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
ocr_prefix_I_upward_marker_candidate	I	↑	upward	nas	nas	transliteration	source_image_review_needed	medium	5	1	wts_1_34:347:51;wts_1_34:556:80;wts_1_34:880:101;wts_1_34:886:138;wts_1_34:1326:13	yan tshon skud Inas rgya gram du bcins pa || Inas rtag tu rtsen pa dan „beständig möge er || rtse Inas mtshan „[ihre] Kennzeichen [sind]	Likely OCR substitute for an upward reference marker before Wylie-looking text; exact correction requires source-image review.
ocr_prefix_T_upward_marker_candidate	T	↑	upward	chos	chos	headword+tibetan_script+transliteration	source_image_review_needed	high	5	1	wts_1_34:675:44;wts_1_34:676:93;wts_1_34:679:165;wts_1_34:679:166;wts_1_34:680:118	ཆོས་སྐུ་ chos sku Tchos kyi sku. || ཆོས་གྲགས་ chos grags Tchos kyi grags pa. || ཆོས་སྤྲིན་ chos sprin Tchos kyi sprin.	Likely OCR substitute for an upward reference marker before Wylie-looking text; exact correction requires source-image review.
ocr_prefix_T_upward_marker_candidate	T	↑	upward	hugs-rje	hugs-rje	transliteration	source_image_review_needed	medium	5	1	wts_1_34:83:34;wts_1_34:1012:7;wts_1_34:1012:9;wts_1_34:1012:12;wts_1_34:1012:16	Schüler, der Asket Thugs-rje brtson-’grus“ || die der edle Thugs-rje chen-po bekehren || gsum man „viele [Symbole] der drei Stützen wie der selbstentstandene Thugs-rje	Likely OCR substitute for an upward reference marker before Wylie-looking text; exact correction requires source-image review.
ocr_prefix_T_upward_marker_candidate	T	↑	upward	rjes	rjes	tibetan_script+transliteration	source_image_review_needed	high	5	1	wts_1_34:744:87;wts_1_34:746:32;wts_1_34:746:190;wts_1_34:747:171;wts_1_34:748:208	nid la sogs par kun tu lta bas „die im རྫས་སུ་།ཁྲད་ rjes su khrid Trjes khrid. || རྗེས་སུ་བསྟན་ 705 su bstan pf. zu Trjes su ston || རྗེས་སུ་འབུན་ 7765 su 'thun Trjes su mthun.	Likely OCR substitute for an upward reference marker before Wylie-looking text; exact correction requires source-image review.
ocr_prefix_T_upward_marker_candidate	T	↑	upward	sgra	sgra	cross_reference+transliteration	source_image_review_needed	medium	5	1	wts_1_34:499:176;wts_1_34:499:186;wts_1_34:499:207;wts_1_34:500:128;wts_1_34:501:16	1. Tsgra bzw. }'sgrog. || 1. Tsgra. || 1. Tsgra.	Likely OCR substitute for an upward reference marker before Wylie-looking text; exact correction requires source-image review.
ocr_prefix_backslash_marker_candidate	\	↑	upward	chos	chos	tibetan_script+transliteration	source_image_review_needed	high	5	1	wts_1_34:674:19;wts_1_34:674:38;wts_1_34:674:55;wts_1_34:674:168;wts_1_34:678:162	ཆོས་ཀྱི་ཁམས་ chos kyi khams \chos khams. || ཆོས་ཀྱི་ རྒྱལ་པོ་ chos kyi rgyal po \chos rgyal. || ཆོས་ཀྱི་བདག་པོ་ chos kyi bdag po \chos bdag.	Likely OCR substitute for an upward reference marker before Wylie-looking text; exact correction requires source-image review.
ocr_prefix_slash_marker_candidate	/	↑	upward	dan	dan	cross_reference+transliteration	source_image_review_needed	medium	5	1	wts_1_34:465:125;wts_1_34:594:136;wts_1_34:803:208;wts_1_34:1019:123;wts_1_34:1126:55	1. stolz sein; ~ /dan stolz. || Gefährte und Freund“ (brDa); -, ~ /dan = || 2. auch ~ /dan pa Zweisamkeit, auch Bez.	Likely OCR substitute for an upward reference marker before Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	bka’	bka’	transliteration	source_image_review_needed	medium	5	1	wts_1_34:58:6;wts_1_34:134:86;wts_1_34:279:144;wts_1_34:672:63;wts_1_34:1310:45	bka’ ni nam dag ces bya ste / — bka’ zes rab tu || rtsan gyis / 'gor tir / bka’ / grims gyi yi ge bris || bdag tshig - na / bka’ mchid ’di ni nes par	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	brgya	brgya	transliteration	source_image_review_needed	medium	5	1	wts_1_34:166:128;wts_1_34:241:174;wts_1_34:510:100;wts_1_34:959:164;wts_1_34:1237:48	chos ’khor gyi — / brgya lṅa bcu bla nas gnan te || lha khan rnams grans kyi > nas / brgya rtsa || ston drans / brgya bZi bya „man lade	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	rgyun	rgyun	cross_reference+transliteration	source_image_review_needed	medium	5	1	wts_1_34:160:45;wts_1_34:399:130;wts_1_34:758:180;wts_1_34:963:201;wts_1_34:1026:67	24.21.1); gre ba mchu dan — dan Ice / rgyun || (Ahs 1.5.67b); mi rnams ... ~ gis / rgyun mi || ~$ / rgyun mi ’chad kyi lha khan bzens „Nah	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	rje	rje	transliteration	source_image_review_needed	medium	5	1	wts_1_34:338:33;wts_1_34:713:218;wts_1_34:893:33;wts_1_34:1206:26;wts_1_34:1320:63	= na’an / rje gfia’ khri bisan po yiin par don || Lex. rje’u / rje rigs (brDa); rje rigs / gtso bo || entfacht“ (brDa); gte po = ’go pa / rje bo	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	sgra	sgra	cross_reference+transliteration	source_image_review_needed	medium	5	1	wts_1_34:535:20;wts_1_34:585:31;wts_1_34:619:55;wts_1_34:1068:69;wts_1_34:1262:19	Etymologie“ (ViśT 82,9); don Zes pa / sgra || (Padm 54b6); ~ pa’i don Zes pa / sgra don || mitshon thogs nas / ~ sgra di ri ri (metr.)	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	tshogs	tshogs	transliteration	source_image_review_needed	medium	5	1	wts_1_34:150:40;wts_1_34:247:60;wts_1_34:696:152;wts_1_34:748:18;wts_1_34:1264:6	kha dog sna tshogs ston gis — yi / tshogs rnams || sna tshogs ston gis bkra ba yi / tshogs mams || kyan = gyi ?707/7/ tshogs 0509 tu ug go „er ließ	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
standalone_marker_candidate	/	↑	upward	tshor	tshor	transliteration	source_image_review_needed	medium	5	1	wts_1_34:82:170;wts_1_34:82:171;wts_1_34:125:126;wts_1_34:922:81;wts_1_34:935:33	du jugpa dan / slon ba po dan / — dan / tshor || ba po dan / tshor bar byed pa dan „der Macher || spun sad zu tse Ite bu / tshor skyen la dku’ che	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
ocr_prefix_I_upward_marker_candidate	I	↑	upward	dan	dan	cross_reference+transliteration	source_image_review_needed	medium	4	1	wts_1_34:52:181;wts_1_34:52:206;wts_1_34:311:41;wts_1_34:543:187	mThon-ba don-Idan; 7. Karma Chos-grags || śugs-Idan (Neb 139). || dNar-Idan von Khotan“ (Liy2 42); ~ ris kyi	Likely OCR substitute for an upward reference marker before Wylie-looking text; exact correction requires source-image review.
ocr_prefix_I_upward_marker_candidate	I	↑	upward	gan	gan	transliteration	source_image_review_needed	medium	4	1	wts_1_34:488:168;wts_1_34:488:169;wts_1_34:488:180;wts_1_34:655:15	= gcin snod (Dagy); lgaṅ ba, Igan phug = || gein pa’i snod Igan bug „Uringefäß, Blase“ || Lex. /9%/? phug gi dbyibs can Zun mar „Laterne in der Form der Blase“ (Dagy) Igan bźu	Likely OCR substitute for an upward reference marker before Wylie-looking text; exact correction requires source-image review.
ocr_prefix_I_upward_marker_candidate	I	↑	upward	ldan	ldan	transliteration	source_image_review_needed	medium	4	1	wts_1_34:608:143;wts_1_34:679:23;wts_1_34:833:3;wts_1_34:896:181	bcom Ildan ’da’s Erhabener; || Lex. chos kyi rgyal po chos dan Ildan pa = || bcom Ildan ’das ... bsäen bsrin daṅ bral ba	Likely OCR substitute for an upward reference marker before Wylie-looking text; exact correction requires source-image review.
ocr_prefix_T_upward_marker_candidate	T	↑	upward	rjes	rjes	headword+tibetan_script+transliteration	source_image_review_needed	high	4	1	wts_1_34:744:215;wts_1_34:748:84;wts_1_34:749:3;wts_1_34:749:134	རྗེས་སུ་བསྒྱུབ་ rjes su bsgrub fut. zu Trjes su sgrub || རྫཾས་སུ་འབྲང་ rjes su bren Trjes su ’bran. || རྗེས་སུ་བཟུང་ rjes $// bzuṅ pf. zu Trjes su ’dzin	Likely OCR substitute for an upward reference marker before Wylie-looking text; exact correction requires source-image review.
