family	style	cid	glyph_signature	unicode	evidence_method	evidence_count	evidence_note
RabtenTibetan	regular	0210	e0fcbffb917dbd494e1284a52a0680316d0b738168720b9a420a7e01afa305fd	རྐ	catalogue-heading-consensus	4	multi_pair; winning paired-heading votes 4/4; sample occurrences=5
RabtenTibetan	regular	0214	542d990e30eda34e590d66bbbfb9d069b1090a84c17d9bdd96f80e4b7c6a8d60	རྐུ	catalogue-heading-consensus	1	single_pair; winning paired-heading votes 1/1; sample occurrences=2
RabtenTibetan	regular	0218	50ba9ed489cc6f1afe57d789d5ee48737042235d4d70ac451a54dc081c974fee	རྐོ	catalogue-heading-consensus	1	single_pair; winning paired-heading votes 1/1; sample occurrences=1
RabtenTibetan	regular	021A	3bfaf8271e70af398753f2763fb1d444aefa0e53f96868fb7674befe2b43659f	རྐྱ	catalogue-heading-consensus	2	multi_pair; winning paired-heading votes 2/2; sample occurrences=2
RabtenTibetan	regular	0220	99f15db3399fdfcf781176962354e04208a7b5e05bded1bbb4f516855a0ac94a	རྐྱེ	catalogue-heading-consensus	2	multi_pair; winning paired-heading votes 2/2; sample occurrences=3
RabtenTibetan	regular	022A	5e90b67aa9a6c8add173074da20d7f240dc3b8a140425709713a836f3cb1edf4	ལྐུ	catalogue-heading-consensus	1	single_pair; winning paired-heading votes 1/1; sample occurrences=1
RabtenTibetan	regular	0230	c38f0292f6219b4dd01c8f585549df54f0f7142124c639879d38df3d04b17bf7	སྐ	catalogue-heading-consensus	17	multi_pair; winning paired-heading votes 17/17; sample occurrences=19
RabtenTibetan	regular	0234	23370679058bfeb06ebed8dbf1835bb7cc1f27de70ee905f9646f6fb3e6f980a	སྐུ	catalogue-heading-consensus	4	multi_pair; winning paired-heading votes 4/4; sample occurrences=4
RabtenTibetan	regular	0238	e6a1ec74b748a804d6193c8fb042e03d8ac565e06a8054387c661e90dbcabcab	སྐོ	catalogue-heading-consensus	7	multi_pair; winning paired-heading votes 7/7; sample occurrences=11
RabtenTibetan	regular	023C	e0963106bbc1d8bd6c4382bff6555f9abc21a6d1fff1e75ecfcedacbbd72d135	སྐྱི	catalogue-heading-consensus	2	multi_pair; winning paired-heading votes 2/2; sample occurrences=2
RabtenTibetan	regular	023E	e9589707779f72cce7ee6229c31075063842a41cb67aa4cc2cf22c6620b90aba	སྐྱུ	catalogue-heading-consensus	2	multi_pair; winning paired-heading votes 2/2; sample occurrences=3
RabtenTibetan	regular	0240	d60a8c31e7ed8d7e37f6de4cf1d5c3ec517e3a9ff7c52aec01243d0598422c54	སྐྱེ	catalogue-heading-consensus	22	multi_pair; winning paired-heading votes 22/22; sample occurrences=29
RabtenTibetan	regular	0242	0dce0f4ae93c0bd825f3224e12c84c2e20728aef62ee0fc887d7cde35eb53b01	སྐྱོ	catalogue-heading-consensus	6	multi_pair; winning paired-heading votes 6/6; sample occurrences=9
RabtenTibetan	regular	0244	aa724c28541e73d903d1841fb2206e19ab2737f5327b224ae0e3f4a92ff1856d	སྐྲ	catalogue-heading-consensus	2	multi_pair; winning paired-heading votes 2/2; sample occurrences=3
RabtenTibetan	regular	024C	1077c05e8f3d811e75a21ab5a593e03fd9611f2d6c8f918059a13308c415d16f	སྐྲོ	catalogue-heading-consensus	1	single_pair; winning paired-heading votes 1/1; sample occurrences=1
RabtenTibetan	regular	0250	821019d352ae15a9c02cb8ec4bd2cf750e90e5bf0a0c3aaf242d07da6557dd49	ཁ	catalogue-heading-consensus	162	conflict; winning paired-heading votes 162/164; sample occurrences=204
RabtenTibetan	regular	0251	dd1e389e546227bffed9a63bd491c4b1186e4dc9d34330aa4b1d0ec98875f4ca	ཁā	catalogue-heading-consensus	1	single_pair; winning paired-heading votes 1/1; sample occurrences=1
RabtenTibetan	regular	0252	03eb94d7f243d375ff3ba0606a461c880dbd10857aa7826d086319e09527f6ed	ཁི	catalogue-heading-consensus	4	multi_pair; winning paired-heading votes 4/4; sample occurrences=4
RabtenTibetan	regular	0254	c8b5077ce8b948515d6d19ef62ce2a71368b69c777d5e3077ffd1911edd142c9	ཁུ	catalogue-heading-consensus	24	multi_pair; winning paired-heading votes 24/24; sample occurrences=28
RabtenTibetan	regular	0258	dc283f3b6a0a9ffb38b981c9b33b9174ea984019866ab8b9d32a33b7a61714cf	ཁོ	catalogue-heading-consensus	82	multi_pair; winning paired-heading votes 82/82; sample occurrences=105
RabtenTibetan	regular	0260	b9f8d06460f0887d1aa551a27a13286a57efe266b21b96b685e1b4f54a75e192	ཁྱ	catalogue-heading-consensus	13	multi_pair; winning paired-heading votes 13/13; sample occurrences=17
RabtenTibetan	regular	0262	6f1ec5230a26fbdc1fd131df9ed08d95e6805a00ebdc059b17669552f195cf48	ཁྱི	catalogue-heading-consensus	22	multi_pair; winning paired-heading votes 22/22; sample occurrences=25
RabtenTibetan	regular	0264	937d5be5b9d8cc17cd0cc819d40d4cf3825254445a66a49232bcd70b28266915	ཁྱུ	catalogue-heading-consensus	19	multi_pair; winning paired-heading votes 19/19; sample occurrences=23
RabtenTibetan	regular	0266	46ef880e1bf33320f9b766ce90b73e3e6b26eaa6527df658647668b60f30b714	ཁྱེ	catalogue-heading-consensus	7	multi_pair; winning paired-heading votes 7/7; sample occurrences=10
RabtenTibetan	regular	0268	60f4b5d026ea4ff7ed0a9bc154f9d56121bebea3a494bade8e33b90f80cfe00d	ཁྱོ	catalogue-heading-consensus	21	multi_pair; winning paired-heading votes 21/21; sample occurrences=25
RabtenTibetan	regular	026A	89f2fc4d492a23e97657e468099faa1871ff5ed0b8165399ef523e36f4658550	ཁྲ	catalogue-heading-consensus	19	multi_pair; winning paired-heading votes 19/19; sample occurrences=25
RabtenTibetan	regular	026C	4338f2627bcc9adc1d4ec74874c784f5fd5660f767080a3af74391241159063d	ཁྲི	catalogue-heading-consensus	25	multi_pair; winning paired-heading votes 25/25; sample occurrences=31
RabtenTibetan	regular	026E	bcf809c667cbdc6a1f68f5d59a55e2882d062de6533189ddf272d09bc2c22895	ཁྲུ	catalogue-heading-consensus	17	multi_pair; winning paired-heading votes 17/17; sample occurrences=20
RabtenTibetan	regular	0270	16a7188a73c709396276605dd8e9bcbc7ae5ce0408451abe8bcf5d3bb177bb57	ཁྲེ	catalogue-heading-consensus	5	multi_pair; winning paired-heading votes 5/5; sample occurrences=7
RabtenTibetan	regular	0272	1119f7beae0484cae18a50d802c25b666413cb6529c7147009620828be62cc1c	ཁྲོ	catalogue-heading-consensus	10	multi_pair; winning paired-heading votes 10/10; sample occurrences=15
RabtenTibetan	regular	0278	a39479f243b4701decfdbcc4cee0fc37b4a01645d369fc799eeacdbaa7e02d80	ག	catalogue-heading-consensus	873	multi_pair; winning paired-heading votes 873/873; sample occurrences=1146
RabtenTibetan	regular	027A	83cd7c3afb3e967a726850552bc2aa065ea3ad2a79fec67c89c56de0dc8a9ec8	གི	catalogue-heading-consensus	11	multi_pair; winning paired-heading votes 11/11; sample occurrences=13
RabtenTibetan	regular	027C	2491a5302deb3cd9679bbe79bf64d93065ded963e09b91b72537d57227f4371f	གུ	catalogue-heading-consensus	24	multi_pair; winning paired-heading votes 24/24; sample occurrences=32
RabtenTibetan	regular	027E	a9d8911931f8970ba127becb00546cbb888fa52e41d661fb3eb1d63634e03060	གེ	catalogue-heading-consensus	15	multi_pair; winning paired-heading votes 15/15; sample occurrences=16
RabtenTibetan	regular	0280	3e39a5e114635006f4d471eef98f624403a1e51d8950eb56b52642725f2a1003	གོ	catalogue-heading-consensus	48	multi_pair; winning paired-heading votes 48/48; sample occurrences=63
RabtenTibetan	regular	02A2	eafe6766494c999ab43bc2ff578a75081d11b2c5bbf0c81807eae26e97dbebcd	གྱི	catalogue-heading-consensus	12	multi_pair; winning paired-heading votes 12/12; sample occurrences=22
RabtenTibetan	regular	02A4	f2dd5e221fc92ef233c2d4d5319d42c53dc15510a432476567c641ecd518bd67	གྱུ	catalogue-heading-consensus	6	multi_pair; winning paired-heading votes 6/6; sample occurrences=8
RabtenTibetan	regular	02A6	3da199e501041744131d8467890b8f9d89244f30d82f230218a0644c231b761f	གྱེ	catalogue-heading-consensus	4	multi_pair; winning paired-heading votes 4/4; sample occurrences=6
RabtenTibetan	regular	02A8	7090d5054044062b83cc72b27f646f0dbe34dec74df8e244898a8816a248976c	གྱོ	catalogue-heading-consensus	5	multi_pair; winning paired-heading votes 5/5; sample occurrences=6
RabtenTibetan	regular	02AA	9e2cc027a28e501a90bb7f2610095db8bf6136a9c2c9b59e6edff2c2f2f7d812	གྲ	catalogue-heading-consensus	14	multi_pair; winning paired-heading votes 14/14; sample occurrences=19
RabtenTibetan	regular	02AC	b7b2a79001a910ef78e58e455c2dd41ca1b24ef12ba66a908bae6738c50d808b	གྲི	catalogue-heading-consensus	14	multi_pair; winning paired-heading votes 14/14; sample occurrences=16
RabtenTibetan	regular	02AE	bf47c7a3daab03868f58c014822e0b8886af638dcf248826e9bc811a8497b936	གྲུ	catalogue-heading-consensus	11	multi_pair; winning paired-heading votes 11/11; sample occurrences=15
RabtenTibetan	regular	02B0	c714fdcec48ef4252bef94336a9f8c47b38c2d86fa073fb1edfb178e24013f02	གྲེ	catalogue-heading-consensus	12	multi_pair; winning paired-heading votes 12/12; sample occurrences=13
RabtenTibetan	regular	02B2	654c0d3dff43003e27a35941575091b45e4a13a68d23356b068d0b8a4f5edd45	གྲོ	catalogue-heading-consensus	67	multi_pair; winning paired-heading votes 67/67; sample occurrences=84
RabtenTibetan	regular	02B8	2f70b1be9442c9de84946b72b017a1d884bec53b46577ca834d80c93ae8edacb	གླ	catalogue-heading-consensus	1	single_pair; winning paired-heading votes 1/1; sample occurrences=2
RabtenTibetan	regular	02BA	b83d402484a2928b1917c5a1af6ffd43dfb21daa521b690b9b0c01d752e6e03c	གླི	catalogue-heading-consensus	2	multi_pair; winning paired-heading votes 2/2; sample occurrences=3
RabtenTibetan	regular	02BC	1cfb865bfcf550e4c577adccb55e9e0af87b268c7296198bb157dd1a4c60a1bf	གླུ	catalogue-heading-consensus	4	multi_pair; winning paired-heading votes 4/4; sample occurrences=5
RabtenTibetan	regular	02BE	8a7a243d14b19e376661246f3061a577534e4699732ab73869ddcd027684de61	གླེ	catalogue-heading-consensus	8	multi_pair; winning paired-heading votes 8/8; sample occurrences=9
RabtenTibetan	regular	02E4	395bee9f2bcfcad6da58f4cc17033f911f37f315b1a0b424e14964cdd58252e3	རྒྱ	catalogue-heading-consensus	85	multi_pair; winning paired-heading votes 85/85; sample occurrences=134
RabtenTibetan	regular	02E8	50c6fa56a6d07360cfc6243a0449d19e273f22f0ea1203bb65686204f4198120	རྒྱུ	catalogue-heading-consensus	24	multi_pair; winning paired-heading votes 24/24; sample occurrences=29
RabtenTibetan	regular	02FE	17994b0ef030cfd632d5b9c4dbb100cfbc160144c01afcf25c417b2367d0a8ab	སྒ	catalogue-heading-consensus	13	multi_pair; winning paired-heading votes 13/13; sample occurrences=16
RabtenTibetan	regular	0302	86c5b99d50f019464b2fa9b472f2bd71ce46e5d1ae2bcdf5511f78fdbeedd5b0	སྒུ	catalogue-heading-consensus	1	single_pair; winning paired-heading votes 1/1; sample occurrences=1
RabtenTibetan	regular	0306	e1f55b0b489df138ef7be73f804c84d9ecd6b01344fd4a7b59b0f2cdc638c59a	སྒོ	catalogue-heading-consensus	18	multi_pair; winning paired-heading votes 18/18; sample occurrences=20
RabtenTibetan	regular	030C	b9dd38a055376911e21600890d05fcfbe3ff1f9b8182e460e2bb5bc4d83cb027	སྒྱུ	catalogue-heading-consensus	8	multi_pair; winning paired-heading votes 8/8; sample occurrences=10
RabtenTibetan	regular	030E	e820ea803d65ad6b3dfda79a4a60f3ee68e3aacec5002520a53fdca83e14fe9e	སྒྱེ	catalogue-heading-consensus	3	multi_pair; winning paired-heading votes 3/3; sample occurrences=4
RabtenTibetan	regular	0312	440896e6f2396acdfaf7e03b6703a200ce95faf19ac3de94dc63b6dc0ccbb3ef	སྒྲ	catalogue-heading-consensus	1	single_pair; winning paired-heading votes 1/1; sample occurrences=1
RabtenTibetan	regular	0314	b9dcdf00ce8edc8f1e094011733822da881c6c2072b2bab1f221bb6b96a172af	སྒྲི	catalogue-heading-consensus	5	multi_pair; winning paired-heading votes 5/5; sample occurrences=6
RabtenTibetan	regular	0318	e7aef791a53ebf8f9152bcbc44904a7ccb27f3e34178017dbc2d2645c4abf4c7	སྒྲེ	catalogue-heading-consensus	1	single_pair; winning paired-heading votes 1/1; sample occurrences=3
RabtenTibetan	regular	031A	b54c5a99e72b806244204d6ef4eddc2a9dd3491ee6b7ddfe86ba664952d7ab37	སྒྲོ	catalogue-heading-consensus	22	multi_pair; winning paired-heading votes 22/22; sample occurrences=29
RabtenTibetan	regular	031C	b49a17b36a8df2fe9cb49f796bcdacf3a0cd50665909764fe6e226dfc86ab27d	ང	catalogue-heading-consensus	488	multi_pair; winning paired-heading votes 488/488; sample occurrences=650
RabtenTibetan	regular	0320	bf33f5cfe62e418f85e0b9c6df05a27748462b9d289a4991a68cf224fb3fa7f9	ངུ	catalogue-heading-consensus	16	multi_pair; winning paired-heading votes 16/16; sample occurrences=20
RabtenTibetan	regular	0322	1a9580381d4a3761681cbd44767a07390aa15a55396b904c42baf8b83bf78a6f	ངེ	catalogue-heading-consensus	14	multi_pair; winning paired-heading votes 14/14; sample occurrences=23
RabtenTibetan	regular	0324	369843ff22715c1d4b4416f28cc1ce90e18c6c65be957528ea4da14d37b8d455	ངོ	catalogue-heading-consensus	49	multi_pair; winning paired-heading votes 49/49; sample occurrences=73
RabtenTibetan	regular	0350	e9162a9f991024cc4a36c9a4966fe77afeee95dbc575f1743e941a037b8e9cf1	རྔ	catalogue-heading-consensus	9	multi_pair; winning paired-heading votes 9/9; sample occurrences=11
RabtenTibetan	regular	0358	b8bebd22b02c86c81d4807bf62d1d20d4f36abc4ae54138066860a04a8e39cca	རྔོ	catalogue-heading-consensus	10	multi_pair; winning paired-heading votes 10/10; sample occurrences=12
RabtenTibetan	regular	035A	6ce4073941307c7540c3c690f1bde630b194b02b40bc477d10edb5b48b0b112d	ལྔ	catalogue-heading-consensus	2	multi_pair; winning paired-heading votes 2/2; sample occurrences=2
RabtenTibetan	regular	0364	5081cac190e7fa08569141b00deb928331736f681be925fb28cddfc3a6241b3d	སྔ	catalogue-heading-consensus	16	multi_pair; winning paired-heading votes 16/16; sample occurrences=20
RabtenTibetan	regular	0368	1b0454922abb93a9783d9c9beb3f7d4ef75c79ae30efac8e1ac162ef8624e3f2	སྔུ	catalogue-heading-consensus	12	multi_pair; winning paired-heading votes 12/12; sample occurrences=14
RabtenTibetan	regular	036C	7f98dd66c6172aaeca0b3a35adeaaf250801c254153e8fb5a4a1529d511f017f	སྔོ	catalogue-heading-consensus	6	multi_pair; winning paired-heading votes 6/6; sample occurrences=7
RabtenTibetan	regular	036E	bf70000475a42a841be6ccec435e6d67fe2d85a2aece31b347c63b72406b2fa9	ཅ	catalogue-heading-consensus	68	multi_pair; winning paired-heading votes 68/68; sample occurrences=116
RabtenTibetan	regular	0370	0529b1542757313f4c7ffcb9f390b31693fc7f9addd576279ba46997e72ccf0c	ཅི	catalogue-heading-consensus	44	multi_pair; winning paired-heading votes 44/44; sample occurrences=56
RabtenTibetan	regular	0372	4911ab74bcf4b9089cdabf8dfd7e64c71d6af881d8db555ec840e2f917cebeed	ཅུ	catalogue-heading-consensus	22	multi_pair; winning paired-heading votes 22/22; sample occurrences=24
RabtenTibetan	regular	0374	f60bce4314d2f388649e46b885a4dbfb3c58637fbe1a1c010a57b97ede719077	ཅེ	catalogue-heading-consensus	12	multi_pair; winning paired-heading votes 12/12; sample occurrences=14
RabtenTibetan	regular	0376	ce6c9244e3b8395f93a2fdcbe125895edbaf59a62dc2b29fc6fded93bff6d9a6	ཅོ	catalogue-heading-consensus	24	multi_pair; winning paired-heading votes 24/24; sample occurrences=29
RabtenTibetan	regular	0378	f1107f359f3436394baf5e10b186916e6d3a709d91562c205ba32354abd5d20f	ཅྭ	catalogue-heading-consensus	1	single_pair; winning paired-heading votes 1/1; sample occurrences=2
RabtenTibetan	regular	037A	11ac26f219b1d62766469c30d71c6caafe41ac3aa2e468d8d53acf4d62e09d9f	ལྕ	catalogue-heading-consensus	38	multi_pair; winning paired-heading votes 38/38; sample occurrences=46
RabtenTibetan	regular	037C	ba95dffcbd0612f3b0ee37d913ced997c13096a5804438260d4895bf1ff3d8dc	ལྕི	catalogue-heading-consensus	1	single_pair; winning paired-heading votes 1/1; sample occurrences=1
RabtenTibetan	regular	0380	0c0c1adfe5a3d73ceb468cf37630d06d44f52bc55ed5691f1ea8499f1b03cb5f	ལྕེ	catalogue-heading-consensus	2	multi_pair; winning paired-heading votes 2/2; sample occurrences=3
RabtenTibetan	regular	0384	f49835ededfc3bfd9dca789ad2bf7401f9a1445ca605ee1b817fea021f20539e	ཆ	catalogue-heading-consensus	78	multi_pair; winning paired-heading votes 78/78; sample occurrences=99
RabtenTibetan	regular	0386	e4c57b83b622b590b83b073416f4ded0108d446b8f0eac83463a587e7c738b93	ཆི	catalogue-heading-consensus	5	multi_pair; winning paired-heading votes 5/5; sample occurrences=5
RabtenTibetan	regular	0388	7eb88ba2a5a117c260e5f7f78dcb4d80b76f15fc226829cbb74028e5debdef28	ཆུ	catalogue-heading-consensus	59	multi_pair; winning paired-heading votes 59/59; sample occurrences=77
RabtenTibetan	regular	038A	1d12189c887d61dcf59f9b180f3885d98780a3b5e5b025d14869ab2d1b31308f	ཆེ	catalogue-heading-consensus	52	multi_pair; winning paired-heading votes 52/52; sample occurrences=64
RabtenTibetan	regular	038C	d0cffb00da92ca68a955ccd290d61b48e61a32c7ae3aada69725ffe2c6b7b316	ཆོ	catalogue-heading-consensus	40	multi_pair; winning paired-heading votes 40/40; sample occurrences=80
RabtenTibetan	regular	038D	86d7417b80905b1858dafe87dd73f8f5ebf43e3cb82d6296e3b111614fefe0cd	ཆཽ	catalogue-heading-consensus	1	single_pair; winning paired-heading votes 1/1; sample occurrences=1
RabtenTibetan	regular	0390	3d614052e9a410088c8a14b66d2be9a6c9c87a197f28c32bd165f7965ca5d77c	ཇ	catalogue-heading-consensus	48	multi_pair; winning paired-heading votes 48/48; sample occurrences=58
RabtenTibetan	regular	0392	e0ec6a82b67c17ffd8da55aba290a0dcc7638067296351e945d32f729dfc87bc	ཇི	catalogue-heading-consensus	31	multi_pair; winning paired-heading votes 31/31; sample occurrences=43
RabtenTibetan	regular	0394	ac4434ffb194f34f07b3d670afe040e8c345d630ef2814b85860bc15d0ce7770	ཇུ	catalogue-heading-consensus	9	multi_pair; winning paired-heading votes 9/9; sample occurrences=15
RabtenTibetan	regular	0396	4fb67a5a075125340b828a0d139e01e5ce48edfa5acda3aa4cd36e291987b5aa	ཇེ	catalogue-heading-consensus	3	multi_pair; winning paired-heading votes 3/3; sample occurrences=4
RabtenTibetan	regular	0398	7f30146fa6bfeb7a790c488a7d0c80f9844fb5e6c4fb184411c010287cfcf98b	ཇོ	catalogue-heading-consensus	4	multi_pair; winning paired-heading votes 4/4; sample occurrences=5
RabtenTibetan	regular	039A	7b607efbc28277b0c355f041992394ee5950d4c1e3dd9c08cd789f08a103788b	རྗ	catalogue-heading-consensus	1	single_pair; winning paired-heading votes 1/1; sample occurrences=1
RabtenTibetan	regular	039C	8da02a9edd2ce99a665d40474615302354f3e913beef7c1c772092f3e6fcc95e	རྗི	catalogue-heading-consensus	6	multi_pair; winning paired-heading votes 6/6; sample occurrences=9
RabtenTibetan	regular	039E	1573653ec0df96097c9d1cc8a9148cb0784c204272f434668c71b7f42f70c2d9	རྗུ	catalogue-heading-consensus	2	multi_pair; winning paired-heading votes 2/2; sample occurrences=2
RabtenTibetan	regular	03A0	8d8fb46eb2f1a94f9f23e186ed28d87049ad5376c7f9f03cc0b8e7398d2c1eba	རྗེ	catalogue-heading-consensus	26	multi_pair; winning paired-heading votes 26/26; sample occurrences=33
RabtenTibetan	regular	03A2	3967ece5547e0aa10a93ae90db7a64573cb7f9d3235562257de48c7bbee2200e	རྗོ	catalogue-heading-consensus	10	multi_pair; winning paired-heading votes 10/10; sample occurrences=17
RabtenTibetan	regular	03A4	51e4f88463abf342a87df6508bd46372bed72a9b717bd4a23025a96ad6a1dc2f	ལྗ	catalogue-heading-consensus	7	multi_pair; winning paired-heading votes 7/7; sample occurrences=8
RabtenTibetan	regular	03AC	261e7df44be6f88dd5e6498a045ccddbb51fd8b39bfab5debb29febfcb5482f0	ལྗོ	catalogue-heading-consensus	5	multi_pair; winning paired-heading votes 5/5; sample occurrences=6
RabtenTibetan	regular	03AE	456acd4ddb24a8a678f62ba7d9a334988f77ef14f738c8bcaefff8ac904f8578	ཉ	catalogue-heading-consensus	22	multi_pair; winning paired-heading votes 22/22; sample occurrences=35
RabtenTibetan	regular	03B0	bd573182b7ffa29df5e45f0690c9fc6b9be14d6d87ebbafa1c47e766f13494d2	ཉི	catalogue-heading-consensus	35	multi_pair; winning paired-heading votes 35/35; sample occurrences=57
RabtenTibetan	regular	03B2	2845c9363ef0a02866a2f5a19136c98e290cb0e9f9da1f511222305360d58248	ཉུ	catalogue-heading-consensus	8	multi_pair; winning paired-heading votes 8/8; sample occurrences=9
RabtenTibetan	regular	03B4	5af1bc392a37e7be82fa1738537a604345e0ce001f2c7354f1e0b916f8f7e678	ཉེ	catalogue-heading-consensus	25	multi_pair; winning paired-heading votes 25/25; sample occurrences=30
RabtenTibetan	regular	03B6	72c06a890c62b1e37c29b34c591a76dc3700b437008e9c2490e3e2e4bcb89fe7	ཉོ	catalogue-heading-consensus	3	multi_pair; winning paired-heading votes 3/3; sample occurrences=6
RabtenTibetan	regular	03C4	2300b5fe1acce2ec908dfe9c1b3c922339c9362ee28dd41b01c0990e3ed1ee5a	ཉྭ	catalogue-heading-consensus	6	multi_pair; winning paired-heading votes 6/6; sample occurrences=6
RabtenTibetan	regular	03CC	b52972b97488eec5de7e0218c9256c63518f058c518a62bda044523bc370b505	རྙ	catalogue-heading-consensus	9	multi_pair; winning paired-heading votes 9/9; sample occurrences=10
RabtenTibetan	regular	03D2	aaee7b732057e3dfda8cc54249d8df787ea8cee687849cad8f57a8b51b89d57d	རྙེ	catalogue-heading-consensus	5	multi_pair; winning paired-heading votes 5/5; sample occurrences=7
RabtenTibetan	regular	03D4	6f7a64f4223b1c382c76758dfbbaedf61cc1c180e692ba6b1be499ddfd38ec38	རྙོ	catalogue-heading-consensus	10	multi_pair; winning paired-heading votes 10/10; sample occurrences=12
RabtenTibetan	regular	03D6	7a2f84571892a4884260d2c373a41037e13dcb21d0d7fb51a9744450c5708fee	སྙ	catalogue-heading-consensus	4	multi_pair; winning paired-heading votes 4/4; sample occurrences=7
RabtenTibetan	regular	03D8	2b1facdb2cac5c2a45f76e5d10874b7624d92e0835c1de63daaf10c96487c225	སྙི	catalogue-heading-consensus	21	multi_pair; winning paired-heading votes 21/21; sample occurrences=25
RabtenTibetan	regular	03DA	521d373200eb1ae9ae2e43a0e0b9b4ee7999aa1e91bac954aec07488767e8d53	སྙུ	catalogue-heading-consensus	8	multi_pair; winning paired-heading votes 8/8; sample occurrences=10
RabtenTibetan	regular	03DC	62de49577c0d9d03b993862227fd99b13ab03a485a64e14270cd9603b1fc37e0	སྙེ	catalogue-heading-consensus	16	multi_pair; winning paired-heading votes 16/16; sample occurrences=22
RabtenTibetan	regular	03DE	a26c77c085b42f56cf450709bf720a66ec342cb6b58a2031be877e52ddd62c2a	སྙོ	catalogue-heading-consensus	12	multi_pair; winning paired-heading votes 12/12; sample occurrences=15
RabtenTibetan	regular	03E0	f4c5c418978692c918979c16d9b08b6342c44cabb4aab53f20af5619e092752e	ཏ	catalogue-heading-consensus	51	multi_pair; winning paired-heading votes 51/51; sample occurrences=68
RabtenTibetan	regular	03E2	bfc4c74ea35f33d0bbeaac0b89332410072c55aade210722d3eced53f3b1861b	ཏི	catalogue-heading-consensus	67	multi_pair; winning paired-heading votes 67/67; sample occurrences=82
RabtenTibetan	regular	03E4	9193d5ac135f610ac5a234cf70790dd7e1542788556250beb9b8e935ae7bc104	ཏུ	catalogue-heading-consensus	31	conflict; winning paired-heading votes 31/32; sample occurrences=45
RabtenTibetan	regular	03E6	b4256b71f27af498c7d48577491b07adccbd4205501f447774b4898e3a0c38f5	ཏེ	catalogue-heading-consensus	19	multi_pair; winning paired-heading votes 19/19; sample occurrences=23
RabtenTibetan	regular	03E7	777e2f440c33ea4fecda3e9ac2c82ad09d961e96af987ae992dd77ec53d6817d	ཏཻ	catalogue-heading-consensus	1	single_pair; winning paired-heading votes 1/1; sample occurrences=2
